"name"	 "X180913.190529_Brain_S36"	 "X32141643_EXO_S1"	 "X32141786_EXO_S2"	 "X32150013_EXO_S3"	 "X32150076_EXO_S4"	 "X32150080_EXO_S5"	 "X32150147_EXO_S6"	 "X32150163_EXO_S7"	 "X32150243_EXO_S8"	 "X32150292_EXO_S9"	 "X32150424_EXO_S10"	 "X32150696_EXO_S11"	 "X32150698_EXO_S12"	 "X32150825_EXO_S13"	 "X32150844_EXO_S14"	 "X32150849_EXO_S15"	 "X32150993_EXO_S16"	 "X32151026_EXO_S17"	 "X32151125_EXO_S18"	 "X32151152_EXO_S19"	 "X32151180_EXO_S20"	 "X32151226_EXO_S21"	 "X32151444_EXO_S22"	 "X32151565_EXO_S23"	 "X32151667_EXO_S24"	 "X32151691_EXO_S25"	 "X32151725_EXO_S26"	 "X32151765_EXO_S27"	 "X32151859_EXO_S28"	 "X32151881_EXO_S29"	 "X32151984_EXO_S30"	 "X32152084_EXO_S31"	 "X32152094_EXO_S32"	 "X32152253_EXO_S33"	 "X32152273_EXO_S34"	 "X32152341_EXO_S35"
"1261"	 "hsa-miR-378c"	 NA	 5	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1262"	 "hsa-miR-26b-3p"	 NA	 5	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1263"	 "hsa-miR-98-3p"	 NA	 5	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1264"	 "hsa-miR-29b-2-5p"	 NA	 5	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1265"	 "hsa-miR-1296-5p"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1266"	 "hsa-miR-671-3p"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1267"	 "hsa-miR-188-5p"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1268"	 "hsa-miR-4738-3p"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1269"	 "hsa-miR-193b-5p"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1270"	 "hsa-miR-92b-5p"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1271"	 "hsa-miR-20b-3p"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1272"	 "hsa-miR-584-5p"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1273"	 "hsa-miR-3616-5p"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1274"	 "hsa-miR-3615"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1275"	 "hsa-miR-572"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1276"	 "hsa-miR-4758-5p"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1277"	 "hsa-miR-29b-1-5p"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1278"	 "hsa-miR-149-3p"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1279"	 "hsa-miR-342-5p"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1280"	 "hsa-miR-374a-5p"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1281"	 "hsa-miR-374a-3p"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1282"	 "hsa-miR-3185"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1283"	 "hsa-miR-504-5p"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1284"	 "hsa-miR-1234-3p"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1285"	 "hsa-miR-1306-5p"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1286"	 "hsa-miR-210-3p"	 NA	 4	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1287"	 "hsa-miR-500b-5p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1288"	 "hsa-miR-26a-2-3p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1289"	 "hsa-miR-99a-3p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1290"	 "hsa-miR-500a-5p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1291"	 "hsa-miR-4788"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1292"	 "hsa-miR-221-5p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1293"	 "hsa-miR-508-3p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1294"	 "hsa-miR-766-3p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1295"	 "hsa-miR-493-5p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1296"	 "hsa-miR-4797-3p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1297"	 "hsa-miR-888-5p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1298"	 "hsa-miR-543"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1299"	 "hsa-miR-30b-3p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1300"	 "hsa-miR-548l"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1301"	 "hsa-miR-338-5p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1302"	 "hsa-miR-194-3p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1303"	 "hsa-miR-450b-5p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1304"	 "hsa-miR-3173-5p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1305"	 "hsa-miR-2110"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1306"	 "hsa-miR-3605-3p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1307"	 "hsa-miR-664a-5p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1308"	 "hsa-miR-409-3p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1309"	 "hsa-miR-450a-5p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1310"	 "hsa-miR-34b-3p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1311"	 "hsa-miR-187-3p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1312"	 "hsa-miR-4423-3p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1313"	 "hsa-miR-1270"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1314"	 "hsa-miR-3074-5p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1315"	 "hsa-miR-760"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1316"	 "hsa-miR-675-3p"	 NA	 3	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1317"	 "hsa-miR-652-5p"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1318"	 "hsa-miR-134-5p"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1319"	 "hsa-miR-23a-5p"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1320"	 "hsa-miR-27a-5p"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1321"	 "hsa-miR-6810-3p"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1322"	 "hsa-miR-132-3p"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1323"	 "hsa-miR-942-5p"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1324"	 "hsa-miR-3130-5p"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1325"	 "hsa-miR-4510"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1326"	 "hsa-miR-301a-5p"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1327"	 "hsa-miR-133a-3p"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1328"	 "hsa-miR-128-1-5p"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1329"	 "hsa-miR-576-5p"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1330"	 "hsa-miR-1269a"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1331"	 "hsa-miR-1908-5p"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1332"	 "hsa-miR-224-3p"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1333"	 "hsa-miR-628-5p"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1334"	 "hsa-miR-3065-3p"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1335"	 "hsa-miR-642a-3p"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1336"	 "hsa-miR-625-3p"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1337"	 "hsa-miR-24-1-5p"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1338"	 "hsa-miR-618"	 NA	 2	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1339"	 "hsa-miR-9901"	 NA	 1	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1340"	 "hsa-miR-4763-5p"	 NA	 1	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1341"	 "hsa-miR-215-5p"	 NA	 1	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
"1342"	 "hsa-miR-199a-5p"	 NA	 1	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA	 NA
