Read Length (nt)	UR	Percentage_UR	RC	32150225_EXO_S2	RPM
15	6079	3.929236258338073	407799	4.655027167709237	46550.271677092365
16	6310	4.078545943430374	408647	4.664707091000411	46647.070910004106
17	9412	6.083561714669838	506811	5.7852495319848405	57852.49531984841
18	6692	4.325456331764827	397042	4.5322359709602305	45322.3597096023
19	5034	3.2537876829205232	295625	3.3745605223505777	33745.60522350577
20	7899	5.105615595428926	525967	6.003915346331218	60039.15346331217
21	11007	7.114509540307151	881896	10.06684626272773	100668.46262727729
22	14163	9.154428874295466	2284977	26.08302132322725	260830.21323227248
23	13143	8.495139355706087	1142146	13.037601022784347	130376.01022784346
24	9849	6.3660220280262685	584750	6.674923519473997	66749.23519473996
25	7621	4.925926883499664	244134	2.7867905575087897	27867.905575087894
26	6614	4.275040074460934	192938	2.2023880188119263	22023.880188119263
27	5863	3.7896220073426754	157962	1.8031368430665267	18031.368430665265
28	5431	3.5103935053518796	134013	1.529758915118031	15297.589151180311
29	5107	3.3009721288587826	121644	1.3885667321126889	13885.667321126888
30	4802	3.103831635555096	100173	1.1434751837815624	11434.751837815624
31	4178	2.7005015771239465	85263	0.9732774759143418	9732.774759143418
32	4073	2.632633538445628	84084	0.9598191863385234	9598.191863385233
33	3729	2.4102849164899944	74816	0.8540249303684764	8540.249303684763
34	2851	1.8427788406846268	41420	0.4728094607552167	4728.094607552166
35	2437	1.5751848596101143	29461	0.336297429341126	3362.9742934112596
36	2100	1.3573607735663684	17954	0.2049449796812931	2049.449796812931
37	1777	1.1485857593463984	13426	0.15325784210766633	1532.578421076663
38	1533	0.990873364703449	8689	0.09918496872288937	991.8496872288936
39	1326	0.8570763741661926	5858	0.06686909273549153	668.6909273549153
40	1104	0.7135839495320337	3834	0.04376512488014246	437.6512488014246
41	884	0.5713842494441285	2551	0.029119674900689466	291.19674900689466
42	690	0.4459899684575211	1519	0.017339390895392905	173.39390895392904
43	580	0.37489011841356845	1248	0.014245924843614447	142.45924843614446
44	523	0.33804746884533843	1073	0.012248299164421717	122.48299164421715
45	408	0.26371580743575157	689	0.007864937674078809	78.64937674078809
46	329	0.21265318785873105	480	0.0054792018629286334	54.79201862928633
47	252	0.1628832928279642	343	0.003915346331217753	39.15346331217752
48	212	0.13702880190289055	275	0.003139126067302863	31.391260673028626
49	171	0.11052794870469	224	0.0025569608693666954	25.569608693666954
50	120	0.07756347277522106	143	0.0016323455549974886	16.323455549974884
51	87	0.056233517762035265	102	0.0011643303958723346	11.643303958723346
52	84	0.05429443094265474	100	0.0011415003881101319	11.415003881101319
53	71	0.04589172139200579	139	0.0015866855394730834	15.866855394730834
54	44	0.028439940017581055	49	5.593351901739647E-4	5.593351901739646
55	35	0.022622679559439474	38	4.337701474818501E-4	4.337701474818501
56	32	0.02068359274005895	38	4.337701474818501E-4	4.337701474818501
57	29	0.01874450592067842	31	3.538651203141409E-4	3.538651203141409
58	27	0.017451781374424737	29	3.310351125519383E-4	3.3103511255193823
