Read Length (nt)	UR	Percentage_UR	RC	32151244_EXO_S30	RPM
15	7003	4.245528948166111	263206	1.6732085808469663	16732.085808469663
16	7022	4.257047590178842	251628	1.5996068812312805	15996.068812312806
17	10131	6.141861170051531	361848	2.300278787574421	23002.78787574421
18	6498	3.9393755683540466	274738	1.7465178570577184	17465.178570577184
19	5623	3.4089117914519553	294200	1.870238385466811	18702.38385466811
20	9462	5.736283722340103	637425	4.052130193256907	40521.30193256907
21	14327	8.685662321915732	1953808	12.420417129273076	124204.17129273077
22	19565	11.861170051530767	6496791	41.30029881222063	413002.9881222063
23	17934	10.872385571385268	2946196	18.72905795482249	187290.5795482249
24	11672	7.076083661715671	1500212	9.536893503527994	95368.93503527992
25	7313	4.433464686268566	161293	1.0253445272165138	10253.445272165138
26	6044	3.6641406486814185	104186	0.6623135840524988	6623.135840524989
27	5384	3.264019399818127	84614	0.5378937822837823	5378.937822837823
28	4896	2.9681721733858746	68194	0.43351134078356124	4335.113407835613
29	4504	2.7305244013337373	60900	0.38714316000995513	3871.431600099551
30	4287	2.598969384662019	51471	0.3272027190291034	3272.0271902910345
31	3855	2.3370718399515003	47861	0.3042538387723557	3042.5383877235568
32	3725	2.258260078811761	65053	0.41354390785102807	4135.4390785102805
33	3251	1.9709002728099425	43064	0.27375916326221195	2737.5916326221195
34	2630	1.5944225522885722	24382	0.15499711867590682	1549.9711867590681
35	2132	1.2925128826917247	15025	0.0955143838940817	955.143838940817
36	1726	1.0463776902091544	8564	0.05444160956199106	544.4160956199106
37	1433	0.868748105486511	5705	0.036266859242311884	362.66859242311887
38	1061	0.6432252197635647	3306	0.021016342971968992	210.1634297196899
39	846	0.5128826917247651	2171	0.013801113306758827	138.01113306758828
40	676	0.4098211579266444	1460	0.009281264591371666	92.81264591371666
41	463	0.2806911185207639	955	0.006070964167643795	60.709641676437954
42	358	0.21703546529251289	624	0.003966787058230082	39.66787058230082
43	270	0.16368596544407396	493	0.003134016057223446	31.34016057223446
44	254	0.15398605638072144	457	0.002905162957710172	29.05162957710172
45	166	0.10063655653228251	270	0.0017163982463495547	17.163982463495547
46	107	0.06486814186117006	139	8.836272453429188E-4	8.836272453429189
47	76	0.046074568050924525	99	6.293460236615033E-4	6.293460236615034
48	54	0.032737193088814794	56	3.559937103539817E-4	3.559937103539817
49	48	0.029099727190057594	54	3.4327964926991094E-4	3.4327964926991092
50	34	0.020612306759624128	36	2.2885309951327395E-4	2.2885309951327395
51	26	0.015762352227947862	27	1.7163982463495547E-4	1.7163982463495546
52	20	0.012124886329190664	20	1.2714061084070775E-4	1.2714061084070776
53	23	0.013943619278569264	30	1.9071091626106162E-4	1.9071091626106162
54	13	0.007881176113973931	15	9.535545813053081E-5	0.9535545813053081
55	12	0.007274931797514398	12	7.628436650442466E-5	0.7628436650442465
56	11	0.006668687481054865	11	6.992733596238927E-5	0.6992733596238926
57	7	0.004243710215216732	8	5.08562443362831E-5	0.508562443362831
58	8	0.004849954531676266	8	5.08562443362831E-5	0.508562443362831
