Read Length (nt)	UR	Percentage_UR	RC	32152197_EXO_S12	RPM
15	8558	4.833526305385332	514260	6.707416882797587	67074.16882797587
16	9108	5.1441642427494285	506390	6.6047696404151015	66047.69640415102
17	13761	7.77216119284968	728069	9.496095948433782	94960.95948433781
18	7929	4.478269464290757	469745	6.126814342180517	61268.143421805165
19	6468	3.653102143401768	395615	5.159947750336342	51599.47750336342
20	9504	5.367823557651577	547719	7.143817655716975	71438.17655716975
21	12363	6.982576035695123	676993	8.829919258226942	88299.19258226942
22	14638	8.267487503882974	1224554	15.971676143385285	159716.76143385284
23	12980	7.331055321792664	720469	9.396970275993262	93969.70275993261
24	10571	5.970461156137923	545243	7.111523555063985	71115.23555063985
25	8614	4.865154895371495	261090	3.4053581338809593	34053.58133880959
26	7554	4.266470870633419	213119	2.7796794980067263	27796.79498006726
27	6646	3.753635875857784	165320	2.156244232614042	21562.44232614042
28	6316	3.567253113439327	142148	1.854015274483552	18540.15274483552
29	5808	3.280336618564853	122139	1.59304085608061	15930.4085608061
30	5440	3.072491598655785	106610	1.3904984130110272	13904.98413011027
31	4741	2.6776990200785065	82956	1.0819828003915464	10819.828003915463
32	4436	2.505436163903872	79758	1.0402717608567067	10402.717608567067
33	3861	2.180678320295953	61950	0.8080046589066047	8080.046589066047
34	3146	1.7768490017226286	34484	0.44976969584722126	4497.696958472213
35	2605	1.4712942306063088	23667	0.3086851696907605	3086.851696907605
36	2258	1.275309931942052	14897	0.19429936083505553	1942.9936083505552
37	1913	1.0804552257773008	9656	0.12594177540600768	1259.4177540600767
38	1567	0.8850357233627969	6978	0.09101301872236138	910.1301872236138
39	1382	0.7805484171585101	4335	0.05654076184600696	565.4076184600697
40	1097	0.6195814859789331	2694	0.035137442309836855	351.37442309836854
41	874	0.493631922284036	1850	0.0241292755282844	241.292755282844
42	718	0.40552370732258336	1269	0.01655137872723941	165.51378727239407
43	521	0.29425884612126174	850	0.011086423891373914	110.86423891373914
44	411	0.23213125864844258	610	0.007956139498515397	79.56139498515397
45	313	0.1767812261726582	441	0.005751897571877525	57.518975718775245
46	236	0.1332919149416848	323	0.004212841078722087	42.12841078722087
47	192	0.10844087995255712	236	0.003078112986310875	30.78112986310875
48	130	0.07342351246787722	147	0.0019172991906258416	19.172991906258417
49	88	0.049702069978255346	103	0.0013434137186017802	13.434137186017802
50	69	0.03897094123295022	75	9.782138727682866E-4	9.782138727682865
51	48	0.02711021998813928	55	7.173568400300768E-4	7.173568400300768
52	37	0.02089746124085736	40	5.217140654764195E-4	5.2171406547641945
53	38	0.021462257490610263	54	7.043139883931663E-4	7.043139883931663
54	34	0.019203072491598656	35	4.5649980729186706E-4	4.56499807291867
55	26	0.014684702493575442	27	3.5215699419658314E-4	3.5215699419658315
56	22	0.012425517494563837	23	2.9998558764894124E-4	2.999855876489412
57	20	0.011295924995058033	23	2.9998558764894124E-4	2.999855876489412
58	14	0.007907147496540623	16	2.086856261905678E-4	2.086856261905678
