Read Length (nt)	UR	Percentage_UR	RC	32160187_EXO_S9	RPM
15	4450	4.3960169123167505	346757	6.4159438583403	64159.438583403
16	4846	4.787213024064488	302602	5.59895674325678	55989.567432567805
17	7357	7.267752005374007	410130	7.58851603463263	75885.16034632632
18	4553	4.497767416129925	265571	4.913782926958336	49137.829269583366
19	3524	3.4812502469672424	211812	3.919095794815319	39190.95794815319
20	5326	5.261390129213261	336679	6.229473557223513	62294.735572235135
21	7415	7.325048405579484	492954	9.12098440332649	91209.84403326492
22	9389	9.275101750503813	1113338	20.599769012181074	205997.69012181074
23	8513	8.409728533607302	622889	11.525133894853546	115251.33894853547
24	6394	6.316434188169281	443875	8.212889949217464	82128.89949217465
25	4796	4.737819575611491	161884	2.9952925407808957	29952.925407808958
26	4186	4.135219504484925	132803	2.4572152608863465	24572.152608863467
27	3794	3.747974868613427	111870	2.069898053774053	20698.980537740532
28	3305	3.2649069427431145	86008	1.5913809940913448	15913.80994091345
29	3163	3.1246295491366025	80961	1.4979978218610988	14979.978218610988
30	3022	2.9853400244991506	71094	1.3154315923394344	13154.315923394344
31	2366	2.337297980795827	48625	0.8996942242313697	8996.942242313698
32	2494	2.4637452088355	48488	0.8971593531008875	8971.593531008875
33	2206	2.1792389457462362	40363	0.7468248426252088	7468.248426252088
34	1691	1.6704864266803652	23521	0.43520221795673103	4352.022179567311
35	1360	1.3435017979215238	15667	0.28988194161507186	2898.819416150719
36	1255	1.2397755561702295	11181	0.20687878912351557	2068.7878912351557
37	990	0.9779902793693445	7713	0.1427113943752505	1427.1139437525048
38	879	0.8683368238036907	5646	0.1044662949102378	1044.6629491023782
39	774	0.7646105820523965	3853	0.07129093770618956	712.9093770618957
40	662	0.6539692575176829	2728	0.05047539010186482	504.7539010186482
41	457	0.4514561188603944	1493	0.027624544509561644	276.24544509561645
42	423	0.41786857391235627	1171	0.021666672217479362	216.66672217479362
43	341	0.33686331844944084	814	0.015061205111040308	150.6120511104031
44	272	0.2687003595843047	618	0.011434674150642395	114.34674150642397
45	255	0.2519065871102857	464	0.008585256967472608	85.85256967472608
46	187	0.1847314972142095	297	0.0054953045675417336	54.95304567541734
47	159	0.15707116608053107	221	0.004089098684938462	40.890986849384625
48	99	0.09779902793693444	129	0.002386849458629238	23.868494586292382
49	81	0.08001738649385545	110	0.0020352979879784197	20.3529798797842
50	50	0.049393448452997195	51	9.43638158062722E-4	9.43638158062722
51	45	0.04445410360769748	57	0.001054654411952454	10.54654411952454
52	34	0.03358754494803809	40	7.4010835926488E-4	7.4010835926488
53	28	0.02766033113367843	39	7.21605650283258E-4	7.21605650283258
54	23	0.02272098628837871	27	4.995731425037939E-4	4.99573142503794
55	20	0.019757379381198877	20	3.7005417963244E-4	3.7005417963244
56	13	0.01284229659777927	16	2.96043343705952E-4	2.9604334370595202
57	18	0.01778164144307899	18	3.33048761669196E-4	3.33048761669196
58	13	0.01284229659777927	17	3.14546052687574E-4	3.1454605268757403
