Read Length (nt)	UR	Percentage_UR	RC	32160196_EXO_S22	RPM
15	5914	5.646847638235098	41739	1.58411835856509	15841.183585650897
16	5704	5.4463339412399385	39664	1.5053659784404447	15053.659784404446
17	7755	7.404684381892658	57349	2.1765639748280825	21765.639748280824
18	4930	4.707297743743495	43335	1.644691273591082	16446.912735910817
19	4075	3.8909205488346337	47368	1.7977555381899706	17977.555381899703
20	6040	5.7671558564321925	101326	3.8456210450649584	38456.21045064958
21	8796	8.398659422711518	325336	12.347462332641705	123474.62332641703
22	11066	10.566117004516332	1099904	41.74460622102055	417446.0622102054
23	10267	9.80321012880618	503590	19.112728244322902	191127.282443229
24	7283	6.954005977217824	257679	9.779679305126951	97796.7930512695
25	5063	4.834289751840429	25974	0.9857900343891719	9857.900343891717
26	4367	4.169730070370759	16028	0.6083099511507526	6083.099511507525
27	3870	3.695180987482216	13264	0.5034079855292976	5034.0798552929755
28	3456	3.2998825562631886	10717	0.40674181098593803	4067.4181098593804
29	3198	3.0535371570977077	9650	0.36624600877244584	3662.4600877244584
30	2726	2.6028587524228737	7851	0.2979686440282355	2979.6864402823544
31	2305	2.2008765313040075	6996	0.26551886812145403	2655.18868121454
32	2013	1.9220670097678816	10473	0.39748129014236533	3974.812901423653
33	1596	1.5239040971632085	6756	0.25641015909498904	2564.10159094989
34	1249	1.192579083556922	3897	0.14790266281722503	1479.0266281722502
35	935	0.8927633651927318	2364	0.08972078391068	897.2078391068
36	655	0.6254117691991865	1290	0.048959311017249235	489.59311017249235
37	437	0.41725945517564045	802	0.03043826933010379	304.3826933010379
38	290	0.27689986727902915	449	0.01704087647034489	170.4087647034489
39	231	0.22056506669467493	343	0.013017863316989526	130.17863316989525
40	153	0.14608855066790158	214	0.008121932215264603	81.21932215264601
41	108	0.10312132988322464	156	0.005920660867202233	59.20660867202233
42	68	0.0649282447412896	88	0.0033398599763704907	33.3985997637049
43	51	0.04869618355596719	68	0.002580800890831743	25.808008908317426
44	42	0.040102739399031806	69	0.0026187538451086802	26.187538451086798
45	25	0.023870678213709407	36	0.0013663063539697462	13.663063539697461
46	14	0.013367579799677268	14	5.313413598771235E-4	5.313413598771235
47	16	0.015277234056774022	17	6.452002227079357E-4	6.4520022270793564
48	4	0.0038193085141935055	4	1.5181181710774959E-4	1.5181181710774956
49	6	0.005728962771290258	6	2.2771772566162435E-4	2.2771772566162434
50	5	0.004774135642741882	5	1.8976477138468698E-4	1.8976477138468695
51	3	0.002864481385645129	4	1.5181181710774959E-4	1.5181181710774956
52	1	9.548271285483764E-4	1	3.7952954276937397E-5	0.3795295427693739
53	5	0.004774135642741882	6	2.2771772566162435E-4	2.2771772566162434
54	3	0.002864481385645129	3	1.1385886283081218E-4	1.1385886283081217
55	2	0.0019096542570967527	2	7.590590855387479E-5	0.7590590855387478
56	1	9.548271285483764E-4	1	3.7952954276937397E-5	0.3795295427693739
57	1	9.548271285483764E-4	1	3.7952954276937397E-5	0.3795295427693739
58	2	0.0019096542570967527	2	7.590590855387479E-5	0.7590590855387478
