Read Length (nt)	UR	Percentage_UR	RC	32151031_EXO_S19	RPM
15	5602	4.837108096673085	294126	4.915373967398961	49153.73967398961
16	5654	4.882008064725031	278416	4.652831638506453	46528.316385064536
17	8285	7.153773755968674	347595	5.808937034461564	58089.370344615636
18	5282	4.560800600968803	247993	4.144408642204941	41444.08642204941
19	3996	3.4503898526072203	198689	3.32045020912307	33204.5020912307
20	6278	5.42080768134838	355432	5.939907386564083	59399.07386564083
21	9202	7.945567423346256	669303	11.185255783242647	111852.55783242646
22	11739	10.136167787726766	1734922	28.993664056451113	289936.6405645111
23	10397	8.977403227616934	819913	13.702219510454649	137022.1951045465
24	7259	6.2678628478668195	416596	6.96206773057308	69620.67730573079
25	5038	4.3501161354942885	122442	2.046225832861643	20462.25832861643
26	4512	3.8959356894303747	95732	1.5998537383537577	15998.537383537576
27	4067	3.511695578216608	76906	1.2852374504014759	12852.374504014759
28	3618	3.1240016233065373	61005	1.0195031683060103	10195.031683060104
29	3535	3.052334366608239	54822	0.916174128233294	9161.74128233294
30	3048	2.631828896583285	44626	0.745780647304713	7457.806473047131
31	2867	2.4755424693255508	44155	0.737909390977	7379.09390977
32	2725	2.3529310181067755	39510	0.6602830944966883	6602.830944966883
33	2388	2.0619446866932036	30961	0.5174139430197916	5174.139430197916
34	1845	1.5930854049200003	17604	0.29419447217210076	2941.9447217210077
35	1620	1.3988066970029271	10772	0.1800194759280771	1800.194759280771
36	1347	1.1630818647302117	7028	0.1174505084313522	1174.505084313522
37	1101	0.950670477407545	4882	0.08158699233947943	815.8699233947943
38	870	0.7512110039460165	2932	0.048998988434935206	489.9898843493521
39	715	0.6173745607142549	2036	0.03402521843571899	340.25218435718995
40	631	0.5448438430918808	1549	0.02588657335802	258.8657335802
41	479	0.413597782632347	1014	0.016945762030362996	169.45762030362997
42	356	0.3073920889710136	685	0.01144758085877579	114.47580858775791
43	306	0.2642190427672196	611	0.010210907890090522	102.10907890090523
44	245	0.21154792639859082	501	0.008372610233936746	83.72610233936746
45	186	0.16060373187811386	317	0.005297639609097702	52.97639609097702
46	129	0.11138645920578864	160	0.0026738874998600386	26.738874998600387
47	94	0.08116532686313281	113	0.0018884330467761523	18.884330467761522
48	82	0.07080379577422223	95	0.001587620703041898	15.87620703041898
49	53	0.04576342897602169	62	0.001036131406195765	10.36131406195765
50	60	0.051807655444552854	66	0.001102978593692266	11.029785936922659
51	33	0.028494210494504072	39	6.517600780908844E-4	6.517600780908844
52	40	0.03453843696303524	41	6.851836718391349E-4	6.85183671839135
53	17	0.014678835709289977	34	5.682010937202582E-4	5.682010937202582
54	22	0.01899614032966938	22	3.6765953123075535E-4	3.676595312307553
55	21	0.0181326794055935	21	3.509477343566301E-4	3.5094773435663007
56	27	0.023313444950048785	27	4.5121851560138155E-4	4.512185156013815
57	24	0.020723062177821144	24	4.010831249790058E-4	4.0108312497900585
58	18	0.015542296633365857	18	3.0081234373425435E-4	3.0081234373425434
