Read Length (nt)	UR	Percentage_UR	RC	32151971_EXO_S23	RPM
15	11245	4.694649477305367	557242	6.917286438361283	69172.86438361282
16	11269	4.704669182726028	514993	6.392831291882148	63928.31291882148
17	16901	7.055960054774389	669230	8.307442014680374	83074.42014680374
18	10835	4.5234795097024145	446358	5.540835292483455	55408.352924834544
19	8328	3.4768377809692397	354693	4.402957922557306	44029.579225573056
20	12354	5.15764336528506	536232	6.656480203242662	66564.80203242661
21	15719	6.562489562806854	717917	8.91181484520014	89118.1484520014
22	18727	7.81829264219632	1453713	18.04556946563521	180455.69465635208
23	17339	7.2388196787014465	813425	10.097397039569929	100973.97039569929
24	14488	6.048562172272135	549663	6.82320502684467	68232.05026844669
25	12469	5.20565445375906	280657	3.483916969523407	34839.16969523407
26	11198	4.6750275541899065	235362	2.9216505049970896	29216.505049970892
27	10458	4.366086637052871	199041	2.4707821915395254	24707.82191539525
28	9481	3.958201128886811	157330	1.9530054722138328	19530.054722138328
29	8619	3.5983267091947497	133177	1.65318381601107	16531.838160110696
30	8136	3.3966801376039544	111798	1.3877970239786568	13877.970239786568
31	6941	2.897782305200227	83793	1.0401588224319183	10401.58822431918
32	6404	2.6735913964129456	74447	0.9241428741492609	9241.428741492608
33	5652	2.359640626565579	62821	0.7798242977813843	7798.242977813842
34	4702	1.9630272869977623	38413	0.4768372160690902	4768.372160690901
35	3775	1.5760161651247453	22805	0.2830883480190457	2830.8834801904563
36	3155	1.3171737750910124	14050	0.17440873885847805	1744.0873885847802
37	2506	1.0462242410073144	9696	0.12036064996240592	1203.606499624059
38	2068	0.8633646170802578	6076	0.07542402116043506	754.2402116043505
39	1653	0.6901072108480011	3974	0.04933098421520226	493.30984215202255
40	1272	0.5310443872950136	2750	0.034136941769453	341.36941769452994
41	960	0.4007882168264253	1707	0.02118973076380228	211.89730763802277
42	666	0.27804682542333253	1174	0.014573370777213752	145.7337077721375
43	555	0.23170568785277712	1016	0.012612048304641544	126.12048304641543
44	394	0.1644901639891787	655	0.00813079885781517	81.30798857815168
45	309	0.12900370729100563	469	0.005821900250863075	58.219002508630744
46	238	0.0993620787548846	291	0.0036123091108766626	36.12309110876662
47	170	0.07097291339634615	189	0.0023461389070642243	23.46138907064224
48	109	0.04550616211883371	125	0.0015516791713387726	15.516791713387725
49	88	0.03673891987575565	110	0.00136547767077812	13.654776707781197
50	77	0.0321465548912862	91	0.0011296224367346266	11.296224367346264
51	64	0.02671921445509502	67	8.317000358375821E-4	8.31700035837582
52	50	0.020874386293042984	58	7.199791355011905E-4	7.199791355011905
53	40	0.016699509034434387	60	7.448060022426109E-4	7.448060022426108
54	32	0.01335960722754751	38	4.717104680869869E-4	4.717104680869868
55	18	0.007514779065495475	18	2.2344180067278326E-4	2.2344180067278323
56	30	0.01252463177582579	30	3.7240300112130546E-4	3.724030011213054
57	14	0.005844828162052036	15	1.8620150056065273E-4	1.862015005606527
58	20	0.008349754517217194	20	2.482686674142036E-4	2.482686674142036
