Read Length (nt)	UR	Percentage_UR	RC	32161248_EXO_S29	RPM
15	5719	4.3088444702283635	275451	4.109451704606911	41094.51704606911
16	5599	4.218433325547929	256565	3.8276915915806153	38276.91591580615
17	8453	6.368711716530925	373848	5.577435917327889	55774.35917327889
18	5529	4.165693491151009	248466	3.7068626624585157	37068.62662458516
19	4151	3.1274721797373557	187075	2.7909707266967185	27909.707266967183
20	6724	5.0660378069270005	351549	5.244757279163462	52447.57279163462
21	10051	7.572686793192041	689445	10.285825538780806	102858.25538780805
22	13295	10.016801404386447	2036702	30.385544091966644	303855.44091966643
23	12382	9.328923278609476	982504	14.657970882600202	146579.70882600202
24	8945	6.739397409720705	548700	8.186051785318666	81860.51785318665
25	6121	4.611721804907818	139851	2.086436173188629	20864.36173188629
26	5525	4.1626797863283285	113162	1.6882631531442152	16882.63153144215
27	5172	3.8967203357267173	98367	1.4675366429131425	14675.366429131424
28	4609	3.4725413819343465	85427	1.2744848657999228	12744.848657999228
29	4481	3.37610282760855	76338	1.1388861330192388	11388.861330192387
30	3941	2.9692526765465956	58400	0.8712692259205579	8712.692259205578
31	3510	2.6445259819027025	45329	0.6762630606464549	6762.630606464549
32	3186	2.40041589126553	39178	0.5844963310465002	5844.963310465003
33	2939	2.2143196184649696	35750	0.5333540210044511	5333.540210044511
34	2339	1.762263895062798	21275	0.3174015887236279	3174.0158872362786
35	2011	1.5151400996029445	12696	0.18941154267615415	1894.1154267615416
36	1639	1.2348655510935982	7959	0.11874027001886507	1187.4027001886507
37	1458	1.0984954078672764	6669	0.09949476828192123	994.9476828192123
38	1070	0.8061660400672056	3760	0.056095415915433176	560.9541591543317
39	919	0.6923986830109925	2412	0.0359846125500066	359.846125500066
40	706	0.5319189012032216	1758	0.026227590739183917	262.27590739183916
41	574	0.43246664205474394	1443	0.021528107756906934	215.28107756906934
42	390	0.29383622021141137	749	0.011174326202303046	111.74326202303045
43	310	0.23356212375778854	565	0.008429231380909506	84.29231380909506
44	240	0.18082228936086855	487	0.007265549880536158	72.65549880536159
45	191	0.14390440528302456	327	0.004878510905411343	48.78510905411343
46	125	0.0941782757087857	170	0.002536228911070117	25.36228911070117
47	97	0.07308234195001771	108	0.0016112513082092508	16.11251308209251
48	68	0.05123298198557942	78	0.0011636815003733478	11.636815003733478
49	51	0.03842473648918457	59	8.802206220772759E-4	8.802206220772758
50	40	0.030137048226811423	43	6.415167245647943E-4	6.415167245647943
51	42	0.031643900638152	49	7.310306861319749E-4	7.310306861319749
52	23	0.01732880273041657	25	3.729748398632525E-4	3.729748398632525
53	29	0.02184935996443828	47	7.011926989429147E-4	7.011926989429147
54	22	0.016575376524746284	26	3.878938334577826E-4	3.878938334577826
55	12	0.009041114468043428	12	1.790279231343612E-4	1.790279231343612
56	17	0.012808245496394855	17	2.536228911070117E-4	2.536228911070117
57	7	0.005273983439691999	9	1.342709423507709E-4	1.342709423507709
58	15	0.011301393085054285	15	2.237849039179515E-4	2.237849039179515
