Read Length (nt)	UR	Percentage_UR	RC	32151184_EXO_S8	RPM
15	7864	4.9737524508253745	643441	9.226872090347033	92268.72090347033
16	8346	5.2786035038896975	642974	9.220175362494452	92201.75362494453
17	12151	7.685155904117386	721576	10.347319265424881	103473.19265424879
18	7989	5.052811333881475	510939	7.326808206144499	73268.08206144499
19	5847	3.698058313832142	357756	5.130181091279842	51301.81091279842
20	8121	5.136297514388716	509580	7.30732029789684	73073.2029789684
21	9603	6.07361963190184	482609	6.920559169605746	69205.59169605745
22	11067	6.999557270254886	602621	8.641517848500513	86415.17848500513
23	10533	6.661817721839226	464972	6.667646559036244	66676.46559036245
24	9203	5.82063120612232	378766	5.431462145204275	54314.62145204275
25	7914	5.005376004047815	288113	4.131508247945273	41315.08247945273
26	7233	4.574663209158181	257418	3.6913453754935612	36913.45375493561
27	6640	4.199607867940042	207183	2.9709810849702913	29709.810849702913
28	6210	3.927645310227057	188129	2.6977488526296844	26977.488526296846
29	5441	3.441275061665929	157956	2.2650714018889935	22650.714018889936
30	4954	3.1332616532793627	126781	1.8180253830363422	18180.25383036342
31	4338	2.743659477578901	97641	1.4001610369460054	14001.610369460053
32	3692	2.335083169944975	84322	1.209168064208284	12091.68064208284
33	3506	2.2174435519574978	88670	1.271517898690123	12715.178986901228
34	2913	1.8423882107393588	56422	0.8090851796537061	8090.85179653706
35	2416	1.5280500917083044	37972	0.5445142398676142	5445.142398676141
36	1797	1.1365505028144962	19386	0.2779930752679229	2779.930752679229
37	1723	1.089747644045285	17203	0.24668909903198583	2466.8909903198582
38	1360	0.86016064765037	8912	0.12779708484410032	1277.9708484410032
39	1169	0.739358674340649	6194	0.08882126834878337	888.2126834878337
40	1034	0.6539750806400607	4583	0.06571970824063193	657.1970824063193
41	889	0.5622667762949844	2938	0.04213059192908065	421.30591929080646
42	700	0.442729745114161	2033	0.02915299298564362	291.5299298564362
43	643	0.40667889444057936	1763	0.02528122313511545	252.81223135115445
44	525	0.3320473088356208	1166	0.016720309798947595	167.20309798947596
45	437	0.27638985516412623	829	0.011887767429955023	118.87767429955022
46	379	0.23970653342609577	620	0.008890730767879511	88.9073076787951
47	303	0.19163873252798685	461	0.006610688522568475	66.10688522568475
48	242	0.15305799759660996	348	0.004990281140680758	49.90281140680757
49	201	0.1271266839542091	284	0.0040725282872222275	40.72528287222227
50	152	0.09613560179621783	192	0.0027532585603755903	27.5325856037559
51	136	0.086016064765037	180	0.002581179900352116	25.81179900352116
52	83	0.05249509834925052	96	0.0013766292801877951	13.76629280187795
53	96	0.06071722218708494	217	0.0031117557687578286	31.117557687578287
54	67	0.0423755613180697	74	0.0010611517368114254	10.611517368114255
55	62	0.039213205995825694	77	0.001104171401817294	11.04171401817294
56	58	0.03668332173803048	70	0.0010037921834702673	10.037921834702672
57	35	0.022136487255708052	44	6.309550867527394E-4	6.309550867527395
58	38	0.024033900449054457	44	6.309550867527394E-4	6.309550867527395
