Read Length (nt)	UR	Percentage_UR	RC	32161406_EXO_S4	RPM
15	5111	4.108752100198564	368862	5.530749502008833	55307.49502008833
16	5428	4.363589591054159	395532	5.930641844452825	59306.418444528244
17	8178	6.574324921820359	432608	6.4865626726663015	64865.62672666302
18	5569	4.476940020740717	325153	4.875372884240388	48753.728842403885
19	3929	3.158537859847419	234234	3.5121253445828984	35121.25344582898
20	6333	5.091122490815399	386785	5.799488551638516	57994.88551638516
21	8640	6.945728457389081	595232	8.924961333994073	89249.61333994073
22	11291	9.0768773162477	1519026	22.776410400199723	227764.1040019972
23	10399	8.359795165322808	793958	11.904676581257839	119046.7658125784
24	7719	6.205333097521565	539133	8.083807958712278	80838.07958712277
25	6264	5.035653131607084	202929	3.0427354015679318	30427.354015679317
26	5454	4.3844910887268576	165976	2.4886588462498658	24886.58846249866
27	5048	4.058106163530102	140479	2.1063545697108914	21063.545697108915
28	4506	3.6223903274300002	113214	1.6975407445614565	16975.407445614568
29	4128	3.3185147074192276	101725	1.5252736608592063	15252.736608592062
30	3742	3.0082078573553175	76346	1.1447386867727398	11447.386867727399
31	3454	2.7766835754423482	67680	1.0147999151334586	10147.999151334587
32	3012	2.4213581150064716	55369	0.8302076906179738	8302.076906179738
33	2647	2.1279332438320484	53820	0.8069818474066599	8069.818474066599
34	2272	1.826469335091203	33278	0.498973279784445	4989.73279784445
35	1821	1.463908740845546	22758	0.34123546791677384	3412.354679167738
36	1531	1.2307766514192922	12863	0.19286896141196333	1928.6896141196332
37	1378	1.107779376653027	10431	0.1564033379839998	1564.0333798399981
38	1131	0.9092151487623902	6713	0.10065531664141412	1006.5531664141412
39	995	0.7998842378590435	4382	0.06570409616008889	657.0409616008889
40	846	0.6801025781193476	3298	0.0494505041387433	494.505041387433
41	713	0.5731833784859277	2240	0.03358675842049272	335.8675842049272
42	598	0.48073444647206837	1479	0.022176257010673543	221.7625701067354
43	434	0.3488942303827386	957	0.014349342771612292	143.4934277161229
44	381	0.30628733128069907	757	0.011350525055496871	113.5052505549687
45	311	0.25001406831574124	526	0.007886890593383558	78.86890593383559
46	260	0.20901497672698624	410	0.0061475763180366145	61.475763180366144
47	224	0.18007444148786508	307	0.004603185194237172	46.03185194237172
48	137	0.11013481465998891	188	0.002818888653148496	28.18888653148496
49	106	0.08521379820407901	144	0.0021591487556031036	21.591487556031034
50	86	0.06913572307123392	116	0.0017393142753469445	17.393142753469444
51	65	0.05225374418174656	78	0.0011695389092850144	11.695389092850144
52	65	0.05225374418174656	73	0.0010945684663821289	10.945684663821288
53	54	0.043410802858681756	86	0.0012894916179296313	12.894916179296313
54	31	0.024921016455909897	34	5.097990117396217E-4	5.0979901173962165
55	32	0.025724920212552155	35	5.247931003201987E-4	5.2479310032019875
56	27	0.021705401429340878	31	4.648167459978903E-4	4.648167459978903
57	22	0.017685882646129605	25	3.748522145144277E-4	3.748522145144277
58	21	0.01688197888948735	25	3.748522145144277E-4	3.748522145144277
