Read Length (nt)	UR	Percentage_UR	RC	32170450_EXO_S29	RPM
15	31357	6.815864921673089	517021	8.13324706463844	81332.4706463844
16	29306	6.370052536739853	474194	7.4595363797005545	74595.36379700554
17	37685	8.191340675869833	470661	7.403958826991153	74039.58826991153
18	21850	4.749390839001085	363279	5.7147347214035555	57147.34721403556
19	14933	3.2458880274051807	234692	3.6919351826988165	36919.35182698817
20	20312	4.415085891157439	292251	4.597394666537044	45973.94666537044
21	25281	5.495164750608074	508708	8.002475427029253	80024.75427029253
22	29916	6.502644226066657	1111176	17.47988754866182	174798.8754866182
23	27168	5.905329533820662	608145	9.56671689568614	95667.16895686141
24	22383	4.8652455445931935	430516	6.77243863069369	67724.38630693691
25	18776	4.0812156701640445	161457	2.5398768547415456	25398.768547415457
26	17038	3.7034380372952165	130944	2.0598774588111817	20598.774588111817
27	15830	3.44086301974312	110278	1.7347810239703956	17347.810239703955
28	14987	3.2576256523619795	98624	1.551452181831882	15514.52181831882
29	14073	3.0589554817969	85525	1.345392073442283	13453.92073442283
30	13424	2.917886618890186	75312	1.1847315736344368	11847.31573634437
31	12740	2.769210036104065	86208	1.3561363328536957	13561.363328536958
32	12623	2.7437785153643337	105926	1.6663197985553613	16663.197985553612
33	12124	2.6353141662265056	121248	1.9073498757173917	19073.49875717392
34	10686	2.3227455608954504	144410	2.271710836899153	22717.108368991532
35	9204	2.000612964858855	58259	0.9164711699114173	9164.711699114174
36	7875	1.7117369728665237	51924	0.8168154109490453	8168.154109490453
37	6843	1.4874179181365867	32754	0.5152525223446774	5152.525223446774
38	5852	1.2720107638368123	21221	0.3338271287988154	3338.271287988154
39	5097	1.107901377866752	15662	0.24637861039758008	2463.786103975801
40	4293	0.933141184065522	11280	0.17744545557940897	1774.4545557940896
41	3633	0.7896813234824229	8716	0.13711122259132344	1371.1122259132346
42	2973	0.6462214628993238	5879	0.09248243203469374	924.8243203469374
43	2503	0.5440606530901472	5107	0.08033811539397531	803.3811539397532
44	2059	0.44755129233424407	3773	0.05935298793449557	593.5298793449557
45	1674	0.36386637366076957	2873	0.04519510584039379	451.9510584039379
46	1338	0.2908322628184646	2184	0.03435646054835365	343.5646054835365
47	1072	0.23301359173497313	1731	0.027230326560989088	272.3032656098909
48	842	0.18302000395601434	1318	0.020733431777806826	207.33431777806828
49	663	0.14411195085847683	993	0.01562086324382563	156.2086324382563
50	450	0.0978135413066585	665	0.010461101769530759	104.6110176953076
51	354	0.07694665249457135	502	0.007896952012487881	78.96952012487881
52	248	0.05390612943122512	322	0.005065375593667525	50.65375593667525
53	207	0.04499422900106291	472	0.007425022609351155	74.25022609351156
54	129	0.028039881841242103	180	0.0028315764188203557	28.31576418820356
55	96	0.020866888812087144	132	0.0020764893738015942	20.764893738015942
56	78	0.016954347159820804	261	0.004105785807289516	41.05785807289516
57	49	0.01065080783116948	58	9.123968460643369E-4	9.123968460643368
58	35	0.007607719879406772	42	6.607011643914164E-4	6.607011643914164
