Read Length (nt)	UR	Percentage_UR	RC	32160284_EXO_S1	RPM
15	19827	7.6892648136729065	447579	11.88237805256845	118823.7805256845
16	17709	6.86786657514165	403760	10.719066270993585	107190.66270993584
17	23027	8.9302819823698	418099	11.099739669199888	110997.39669199887
18	12917	5.009443365018053	284832	7.561752239200626	75617.52239200626
19	8429	3.26891678592066	184117	4.8879589969697985	48879.58996969798
20	11065	4.291204678634726	208175	5.52665350942166	55266.535094216604
21	12971	5.030385529739813	222607	5.909795882175225	59097.958821752254
22	15211	5.899097547827639	310258	8.236764570799306	82367.64570799306
23	13801	5.35227435787057	215786	5.728711200595952	57287.11200595952
24	11945	4.632484400026372	166076	4.409004482914431	44090.04482914431
25	10672	4.1387922576041385	121198	3.2175782492368743	32175.782492368744
26	9630	3.7346860420472128	110457	2.9324249630848485	29324.249630848484
27	8901	3.4519668183034518	90347	2.3985424023812594	23985.424023812597
28	8353	3.239442628164109	79912	2.121512838933127	21215.12838933127
29	8114	3.14675415837706	78764	2.0910356047368204	20910.356047368205
30	7436	2.8838136457594055	66062	1.7538214681850064	17538.214681850062
31	6811	2.6414274799982937	59876	1.589594838621983	15895.94838621983
32	6244	2.421534750419813	53242	1.413474654250645	14134.74654250645
33	6050	2.3462980845675636	55863	1.483057259501968	14830.572595019681
34	5356	2.077152486106425	45019	1.195169517668566	11951.69517668566
35	4506	1.7475073006713127	29251	0.7765588653973483	7765.588653973483
36	4036	1.5652329040189565	22892	0.6077394122141498	6077.394122141498
37	3560	1.3806316001752936	19127	0.5077857652201662	5077.857652201662
38	3217	1.2476100724055954	16733	0.44422958171323473	4442.295817132347
39	2880	1.116915451827204	13650	0.3623817480658372	3623.817480658372
40	2498	0.9687690273140123	9714	0.25788837367850126	2578.883736785013
41	2134	0.8276033243747406	7362	0.19544721093484935	1954.4721093484934
42	1793	0.695357432335478	5544	0.14718274075289386	1471.8274075289387
43	1551	0.6015055089527754	4928	0.1308291028914612	1308.2910289146123
44	1467	0.568928808274482	3996	0.10608626119202091	1060.8626119202092
45	1148	0.44521490927001045	2851	0.07568867133594885	756.8867133594886
46	964	0.3738564220699391	2184	0.057981079690533954	579.8107969053395
47	830	0.3218888281307567	1712	0.045450370160345296	454.50370160345295
48	678	0.2629405126176542	1342	0.035627568198121136	356.2756819812114
49	534	0.20709474002629405	960	0.02548618887495998	254.86188874959979
50	445	0.1725789500219117	658	0.01746865862471215	174.6865862471215
51	315	0.12216262754360042	469	0.012451065189954407	124.51065189954406
52	245	0.09501537697835588	361	0.009583868941521408	95.83868941521409
53	215	0.08338084102182251	524	0.013911211427582322	139.11211427582322
54	128	0.04964068674787573	168	0.004460083053117996	44.600830531179966
55	92	0.03567924360003568	118	0.003132677382547164	31.32677382547164
56	63	0.024432525508720083	76	0.002017656619267665	20.17656619267665
57	39	0.015124896743493385	45	0.001194665103513749	11.94665103513749
58	46	0.01783962180001784	52	0.0013805018973936656	13.805018973936656
