Read Length (nt)	UR	Percentage_UR	RC	32160740_EXO_S29	RPM
15	7631	2.7175151705079625	195165	4.5720468990598215	45720.468990598216
16	7262	2.586108657872995	201205	4.7135433931562085	47135.43393156208
17	10564	3.7620010825902397	259847	6.087324420772154	60873.24420772154
18	7521	2.6783424973647474	199027	4.662520319622776	46625.20319622776
19	5501	1.9589897723711576	136763	3.203888248692739	32038.882486927385
20	7731	2.753126691547249	199313	4.669220319177671	46692.20319177671
21	9630	3.4293894760833026	210449	4.930098623524916	49300.98623524916
22	11062	3.939346457365887	249938	5.855190520109721	58551.90520109721
23	10951	3.899817669012279	213067	4.991429388681264	49914.293886812644
24	10733	3.822184553146634	199557	4.674936402714015	46749.36402714015
25	10311	3.6719039343608446	180662	4.2322913272254015	42322.91327225401
26	9751	3.4724794165408395	167692	3.928448690068094	39284.48690068094
27	9626	3.427965015241731	158394	3.7106284248183914	37106.28424818391
28	9528	3.3930657246232303	152918	3.582344517256833	35823.445172568325
29	9334	3.3239793738070142	143687	3.366093832322438	33660.93832322438
30	9215	3.281601663770263	131688	3.0849983964511556	30849.983964511553
31	8558	3.04763397054215	114173	2.674681990143504	26746.81990143504
32	8484	3.0212814449730776	111995	2.623658916610072	26236.58916610072
33	8461	3.0130907951340418	133062	3.1171865062008965	31171.865062008965
34	8047	2.865659098031395	114148	2.6740963258467474	26740.963258467476
35	7517	2.676918036523176	93630	2.1934299242126976	21934.299242126974
36	6910	2.460756103814706	75448	1.7674879944675808	17674.879944675806
37	6533	2.3265006694965957	72557	1.6997617751906513	16997.617751906513
38	6259	2.22892510184895	60815	1.4246869682900265	14246.869682900266
39	6087	2.167673285661377	58509	1.3706652935572008	13706.652935572007
40	5785	2.0601264921227314	51843	1.2145037654700295	12145.037654700296
41	5296	1.88598615424062	43009	1.0075534295681288	10075.534295681287
42	5002	1.7812882823851173	38307	0.8974016886341536	8974.016886341535
43	4656	1.6580724195891854	33009	0.7732877108655017	7732.877108655017
44	4372	1.5569356998376114	29518	0.6915055484664147	6915.055484664146
45	4098	1.459360132189966	26645	0.6242010074831499	6242.010074831498
46	4003	1.4255291872026439	23021	0.5393031110253178	5393.031110253178
47	3920	1.395971624740036	22223	0.5206087066728482	5206.087066728482
48	3736	1.3304464260277484	28764	0.6738419132762365	6738.419132762365
49	3471	1.236075895273639	19624	0.45972304638203537	4597.230463820354
50	3303	1.1762485399276374	18162	0.4254733983077113	4254.7339830771125
51	3126	1.1132161476881	16300	0.38185312148528217	3818.5312148528214
52	3045	1.084370815646278	15968	0.37407549962435493	3740.754996243549
53	2921	1.0402125295575624	15759	0.36917934610347003	3691.7934610347
54	2960	1.0541010227628842	26016	0.6094656937767546	6094.656937767546
55	2536	0.9031081735563089	9128	0.213837748031758	2138.3774803175797
56	2087	0.7432124440899119	7282	0.17059229635925305	1705.9229635925303
57	1735	0.617859890031623	5388	0.12622236923697547	1262.2236923697546
58	1549	0.5516224608985499	4982	0.11671118105764881	1167.111810576488
