Read Length (nt)	UR	Percentage_UR	RC	32151859_EXO_S28	RPM
15	30697	12.834213419962287	259753	13.858378873832322	138583.78873832323
16	26254	10.976624397422873	209173	11.159827544537034	111598.27544537034
17	32356	13.527830387865256	229868	12.263950117881556	122639.50117881557
18	17183	7.184099071414535	119665	6.384384041520771	63843.840415207706
19	11206	4.68515475727587	78714	4.199560485056332	41995.60485056332
20	14860	6.212868078986207	98534	5.256999934376866	52569.99934376866
21	17175	7.180754324131097	174150	9.291275484317405	92912.75484317404
22	17696	7.3985809909650015	346595	18.491585566965206	184915.85566965208
23	14650	6.125068462795958	167141	8.917330322849816	89173.30322849816
24	11501	4.808492313352649	95565	5.098597425545752	50985.97425545753
25	8761	3.662916368775112	24101	1.28583996811676	12858.3996811676
26	7275	3.041629560876491	17500	0.9336624804797852	9336.624804797852
27	6165	2.5775458752994593	13263	0.7076094559201938	7076.094559201937
28	5138	2.1481639427880976	9935	0.5300535282038095	5300.535282038095
29	4411	1.8442100334056635	8175	0.4361537587384139	4361.537587384139
30	3446	1.4407498923409467	6208	0.33121009593248607	3312.100959324861
31	2607	1.0899695209903797	4337	0.2313882387337616	2313.882387337616
32	1902	0.7952136666374001	3235	0.172594178534406	1725.94178534406
33	1370	0.5727879722887688	2580	0.13764852569359118	1376.4852569359118
34	1029	0.4302181193322212	1630	0.08696399103897427	869.6399103897428
35	658	0.2751054640627809	870	0.04641636331528075	464.16363315280745
36	525	0.21949904047562308	667	0.035585878541715237	355.8587854171524
37	393	0.164310710298895	479	0.02555567589427526	255.55675894275262
38	264	0.11037666035345617	323	0.017232741782569748	172.3274178256975
39	240	0.10034241850314198	299	0.0159522903807689	159.522903807689
40	200	0.08361868208595165	223	0.011897527608399548	118.97527608399548
41	142	0.059369264281025666	162	0.008643046962155725	86.43046962155725
42	135	0.05644261040801736	140	0.007469299843838281	74.69299843838282
43	102	0.04264552786383534	117	0.006242200583779135	62.42200583779135
44	98	0.0409731542221163	111	0.005922087733328923	59.22087733328923
45	94	0.03930078058039727	104	0.005548622741137009	55.48622741137009
46	69	0.028848445319653318	74	0.003948058488885948	39.48058488885949
47	72	0.03010272555094259	76	0.0040547627723693525	40.54762772369352
48	74	0.03093891237180211	83	0.004428227764561267	44.282277645612666
49	53	0.022158950752777185	57	0.0030410720792770143	30.410720792770146
50	47	0.019650390290198636	50	0.0026676070870851	26.676070870851003
51	50	0.020904670521487912	54	0.0028810156540519083	28.810156540519085
52	60	0.025085604625785494	72	0.0038413542054025447	38.41354205402545
53	49	0.02048657711105815	66	0.0035212413549523323	35.212413549523326
54	37	0.015469456185901054	39	0.0020807335279263784	20.807335279263782
55	33	0.013797082544182021	35	0.0018673249609595702	18.673249609595704
56	34	0.014215175954611779	38	0.0020273813861846762	20.27381386184676
57	34	0.014215175954611779	39	0.0020807335279263784	20.807335279263782
58	36	0.015051362775471295	39	0.0020807335279263784	20.807335279263782
